ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" />","<Field ID=\"{f0f2d0b0-0357-4ca5-80e5-536f34cd1bb0}\" DisplayName=\"FechaInicio\" Name=\"field_4\" StaticName=\"field_4\" Type=\"DateTime\" />","<Field ID=\"{1d5798c4-97b5-48ea-b4e0-3f3a5a922873}\" DisplayName=\"FechaFinalizacion\" Name=\"field_5\" StaticName=\"field_5\" Type=\"DateTime\" />","<Field DisplayName=\"IsStarted\" Format=\"Dropdown\" IsModern=\"TRUE\" Name=\"IsStarted\" Title=\"IsStarted\" Type=\"Boolean\" ID=\"{87a646ac-7182-423d-97ab-c633ef9ba242}\" StaticName=\"IsStarted\"><Default>1</Default></Field>","<Field DisplayName=\"IsCompleted\" Format=\"Dropdown\" IsModern=\"TRUE\" Name=\"IsCompleted\" Title=\"IsCompleted\" Type=\"Boolean\" ID=\"{07ba1490-8f30-4421-9a30-90b858f0e553}\" StaticName=\"IsCompleted\"><Default>1</Default></Field>","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Title\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(vinculado al elemento con el menú de edición)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Abrir menú\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}"Title","FechaInicio","FechaFinalizacion","IsStarted","IsCompleted","ID_Tarea"
"Verificacion programa flejadoras","2024-05-02T13:00:00Z","2024-05-03T22:00:00Z","False","False","T2504P-Montaje"
"Cambio de posicion mando remoto","2024-05-04T14:00:00Z",,"False","False","T2504P-Montaje"
"Definición de Tags",,,"False","False","T2546P-Progamacion PLC"
"Pruebas de base de datos","2024-07-05T15:00:00Z","2024-07-06T20:00:00Z","False","False","T2534P-Programacion PLC"
